freq	leg_stat	age	unit	geo	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 
A	PER_CNV	TOTAL	NR	Denmark	163095.0	173255.0	183599.0	200452.0	209632.0	206214.0	209388.0	195172.0	189750.0	177935.0	182804.0	51439.0	56280.0	52837.0	52678.0	57224.0
A	PER_CNV	TOTAL	NR	Estonia	11574.0	7881.0	9131.0	9992.0	9638.0	8477.0	7670.0	7375.0	7619.0	6714.0	5702.0	5703.0	4949.0	4569.0	3837.0	
A	PER_CNV	TOTAL	NR	Greece														5426.0	4764.0	4294.0
A	PER_CNV	TOTAL	NR	Spain	241743.0	257148.0	248313.0	256391.0	253715.0	245820.0	233875.0	236843.0	284454.0	298979.0	300301.0	301043.0	232675.0	295805.0	322650.0	293344.0
A	PER_CNV	TOTAL	NR	Finland	237782.0	206430.0	206070.0	202922.0	191015.0	182679.0	173056.0	181694.0	156034.0	82427.0	82822.0	82956.0	80692.0	80740.0	77562.0	78807.0
A	PER_CNV	TOTAL	NR	France	703695.0	703853.0	682489.0	663417.0	679219.0	667579.0	578482.0	574475.0	468583.0	466980.0	546279.0	549552.0	458259.0	530201.0	504379.0	517857.0
A	PER_CNV	TOTAL	NR	Croatia	25126.0	26355.0	25355.0	24203.0	21174.0	17162.0	15452.0	12972.0	13777.0	12424.0	12168.0	13295.0	11902.0	12550.0	12629.0	11523.0
A	PER_CNV	TOTAL	NR	Hungary	84457.0	86901.0	89343.0	85110.0	75291.0	70326.0	76317.0	71738.0	71686.0	68735.0	66681.0	64043.0	53850.0	54936.0	55407.0	55676.0
A	PER_CNV	TOTAL	NR	Ireland		3146.0	3308.0	3182.0												
A	PER_CNV	TOTAL	NR	Italy	260375.0	252076.0	254384.0	266039.0	259923.0	246980.0	226939.0	220903.0	198177.0	194720.0	215991.0					
A	PER_CNV	TOTAL	NR	Lithuania	12788.0	13050.0	13992.0	13697.0	16631.0	19530.0	20358.0	17273.0	15508.0	18058.0	19779.0	17564.0	16060.0	15010.0	14959.0	14717.0
A	PER_CNV	TOTAL	NR	Luxembourg									8433.0	9546.0	8205.0	7582.0	7504.0	8032.0	5954.0	6576.0
A	PER_CNV	TOTAL	NR	Latvia	10979.0	10702.0	9626.0	9194.0	8942.0	8626.0	9213.0	9558.0	8945.0	9262.0	8587.0	8099.0	7093.0	6849.0	4951.0	4306.0
A	PER_CNV	TOTAL	NR	Montenegro			673.0	1121.0	1444.0	3238.0	3111.0	2755.0	3712.0	3528.0	3344.0	3611.0	3703.0	3535.0	3002.0	2724.0
A	PER_CNV	TOTAL	NR	North Macedonia	10218.0	10549.0	9716.0	10532.0	9598.0	10012.0	12144.0			2769.0		5016.0	6701.0	8016.0	8031.0	6835.0
A	PER_CNV	TOTAL	NR	Netherlands	115051.0	114849.0	98150.0	93362.0	87879.0	92190.0	88878.0	91446.0	81799.0	82070.0	78546.0	76827.0	59444.0	62103.0	62543.0	66894.0
A	PER_CNV	TOTAL	NR	Norway	66503.0	64165.0	66983.0	64681.0	63428.0	67048.0	63859.0	65196.0	62343.0	59724.0	14910.0	14733.0	14253.0	13502.0	12819.0	12707.0
A	PER_CNV	TOTAL	NR	Poland	447686.0	440225.0	455649.0	446271.0	429087.0	372343.0	311741.0	272271.0	300867.0	251093.0	285522.0	296898.0	261556.0			
A	PER_CNV	TOTAL	NR	Portugal	87861.0	78266.0	77776.0	77811.0	79212.0	71171.0	52861.0	59462.0	56939.0	51968.0	46688.0	45312.0	35345.0	42691.0	45847.0	42283.0
A	PER_CNV	TOTAL	NR	Romania	36795.0	34226.0	41891.0	47577.0	49188.0	47133.0	40832.0	42276.0	32720.0	35396.0	32204.0	33683.0	31483.0	35317.0	32907.0	31439.0
A	PER_CNV	TOTAL	NR	Serbia	44367.0	42782.0	23321.0	33097.0	33624.0	34889.0	37410.0	35115.0	34557.0	33392.0	31298.0	29788.0	26726.0	28891.0	27413.0	28373.0
A	PER_CNV	TOTAL	NR	Sweden	69454.0	71715.0	74510.0	73680.0	71110.0	64391.0	60662.0	59344.0	56659.0	57372.0	60565.0	62708.0	68996.0	74581.0	76636.0	80008.0
A	PER_CNV	TOTAL	NR	Slovenia	9228.0	8453.0	8423.0	7965.0	8825.0	11758.0	9729.0	8241.0	7006.0	6521.0	6324.0	6256.0	5007.0	5974.0	5567.0	5258.0
A	PER_CNV	TOTAL	NR	Slovakia	28681.0	30953.0	31179.0	30110.0	35077.0	36079.0	33610.0	29691.0	27208.0	26330.0	29385.0	28431.0	25392.0	23642.0	25254.0	23963.0
A	PER_CNV	TOTAL	NR	Turkey		1288334.0	1213217.0	1237448.0	1514825.0	500608.0	492869.0	521213.0	459195.0	445436.0	555369.0	592398.0	492323.0	692281.0	682380.0	682243.0
A	PER_CNV	TOTAL	NR	England and Wales	1355146.0	1399856.0	1359715.0	1306509.0	1224976.0	1172953.0	1211152.0	1241080.0	1231726.0							
A	PER_CNV	TOTAL	NR	Scotland	60399.0	56428.0	54766.0	53249.0	48105.0	45659.0				82716.0						
A	PER_CNV	TOTAL	NR	Northern Ireland	39018.0	39539.0	39628.0	40538.0	38914.0	35276.0	26607.0	24379.0	22956.0	23630.0	24921.0					
A	PER_CNV	TOTAL	NR	Kosovo	13254.0	13415.0	9925.0	18367.0	20990.0	15832.0	18330.0	16907.0	18554.0	19519.0	20434.0	18001.0				
A	PER_CNV	TOTAL	P_HTHAB	Albania	252.65	240.84		344.45			470.24	559.33	508.21	379.3	404.62	386.11	346.21	445.38	408.86	320.66
A	PER_CNV	TOTAL	P_HTHAB	Austria	460.11	454.32	459.72	435.35	422.7	407.29	387.69	374.5	349.98	350.47	313.47	307.99	266.44	265.67	272.48	274.94
A	PER_CNV	TOTAL	P_HTHAB	Bosnia and Herzegovina	440.99	460.64	449.89	408.75	464.83											
A	PER_CNV	TOTAL	P_HTHAB	Belgium			1300.66	1298.85	1472.06	1270.93	1051.21	1175.75	385.27	2099.12	2014.28	1771.98	1388.22			
A	PER_CNV	TOTAL	P_HTHAB	Bulgaria	480.67	547.36	526.42	556.53	518.56	468.29	439.56	385.81	395.61	363.29	340.04	334.13	314.88	348.74	370.95	357.29
A	PER_CNV	TOTAL	P_HTHAB	Switzerland	1317.55	1331.19	1373.46	1294.81	1371.81	1332.23	1337.62	1320.99	1301.69	1248.95	1251.57	1137.22	1129.09	1140.81	1183.73	1201.49
A	PER_CNV	TOTAL	P_HTHAB	Cyprus	8214.9	7838.33	9240.54	10337.95	8299.78	7023.97	8007.93	6386.6	5342.8	5086.21	4570.74	4563.88	4002.34	3745.84	4087.96	
A	PER_CNV	TOTAL	P_HTHAB	Czechia	733.63	707.74	675.3	669.04	680.32	741.49	692.75	622.2	582.0	526.57	513.17	522.02	426.02	473.06	477.59	474.71
A	PER_CNV	TOTAL	P_HTHAB	Germany	1063.87	1029.87	994.19	1006.97	963.43	938.78	927.08	910.73	897.92	867.7	860.39	877.95	840.8	796.22	777.75	790.32
A	PER_CNV	TOTAL	P_HTHAB	Denmark	2978.47	3143.55	3317.21	3604.84	3756.5	3680.67	3720.97	3448.44	3324.72	3095.18	3162.05	885.95	966.55	904.74	896.89	964.56
A	PER_CNV	TOTAL	P_HTHAB	Estonia	864.74	590.01	684.85	751.47	727.28	642.11	582.91	560.89	578.98	510.32	432.25	430.47	372.39	343.52	288.11	
A	PER_CNV	TOTAL	P_HTHAB	Greece														50.81	45.55	41.23
A	PER_CNV	TOTAL	P_HTHAB	Spain	529.34	556.12	534.16	549.4	541.92	526.07	502.83	509.89	612.52	642.58	643.62	641.38	491.57	624.08	679.45	610.05
A	PER_CNV	TOTAL	P_HTHAB	Finland	4486.04	3875.66	3850.75	3775.1	3536.49	3366.32	3174.6	3320.58	2843.54	1497.77	1502.27	1503.39	1460.41	1459.04	1397.96	1416.38
A	PER_CNV	TOTAL	P_HTHAB	France	1099.4	1093.78	1055.52	1020.98	1040.52	1017.65	874.29	864.42	703.17	698.97	815.02	818.06	679.17	782.83	740.73	758.46
A	PER_CNV	TOTAL	P_HTHAB	Croatia	582.7	611.51	589.26	564.19	495.18	402.66	363.85	307.01	328.75	299.07	296.38	326.16	293.29	310.92	326.98	299.23
A	PER_CNV	TOTAL	P_HTHAB	Hungary	840.75	866.33	892.15	852.32	758.07	709.73	772.65	727.89	729.22	701.55	681.92	655.32	555.76	569.2	576.53	579.97
A	PER_CNV	TOTAL	P_HTHAB	Ireland		69.58	72.71	69.61												
A	PER_CNV	TOTAL	P_HTHAB	Italy	443.93	427.24	429.77	448.14	437.62	413.8	373.36	363.35	326.67	321.38	357.1					
A	PER_CNV	TOTAL	P_HTHAB	Lithuania	398.06	409.88	445.32	448.7	553.69	657.15	691.63	591.29	536.88	634.08	704.15	628.59	574.78	536.9	533.11	515.07
A	PER_CNV	TOTAL	P_HTHAB	Luxembourg									1463.43	1616.14	1362.95	1235.07	1198.52	1265.42	922.53	995.14
A	PER_CNV	TOTAL	P_HTHAB	Latvia	500.91	494.81	453.95	443.17	437.3	426.22	460.31	481.25	454.3	474.95	443.92	421.83	371.81	361.76	263.95	228.68
A	PER_CNV	TOTAL	P_HTHAB	Montenegro			108.72	180.85	232.79	521.51	500.55	442.86	596.58	566.85	537.31	580.38	595.46	569.48	486.01	441.71
A	PER_CNV	TOTAL	P_HTHAB	North Macedonia	499.61	514.93	473.32	511.94	465.97	485.48	587.87			133.53		241.49	322.74	387.47	437.15	373.51
A	PER_CNV	TOTAL	P_HTHAB	Netherlands	701.3	696.65	592.16	560.54	525.27	549.42	528.12	541.08	481.76	480.46	457.17	444.55	341.48	355.37	355.55	375.57
A	PER_CNV	TOTAL	P_HTHAB	Norway	1403.85	1336.98	1378.76	1314.57	1272.16	1327.35	1250.18	1261.9	1196.44	1135.8	281.55	276.51	265.54	250.44	236.28	231.5
A	PER_CNV	TOTAL	P_HTHAB	Poland	1174.55	1154.36	1198.36	1172.46	1127.28	978.24	819.99	716.4	792.44	661.24	751.83	781.87	689.06			
A	PER_CNV	TOTAL	P_HTHAB	Portugal	832.54	740.94	735.58	735.96	751.37	678.64	506.95	573.14	550.6	504.08	453.68	440.92	340.66	410.72	439.94	402.06
A	PER_CNV	TOTAL	P_HTHAB	Romania	178.31	167.44	195.19	222.18	244.77	235.43	204.7	212.76	165.58	180.19	164.87	173.49	162.88	183.93	172.81	164.99
A	PER_CNV	TOTAL	P_HTHAB	Serbia	602.36	583.26	319.17	456.41	465.92	485.82	523.45	493.58	488.34	474.3	447.02	427.76	385.84	420.44	403.3	427.23
A	PER_CNV	TOTAL	P_HTHAB	Sweden	756.34	774.77	797.69	782.53	749.88	673.84	628.96	608.82	575.16	574.0	598.45	612.97	668.07	718.56	733.2	760.42
A	PER_CNV	TOTAL	P_HTHAB	Slovenia	459.04	415.92	411.49	388.5	429.34	571.1	472.03	399.49	339.41	315.65	305.97	300.64	238.9	283.27	264.19	248.37
A	PER_CNV	TOTAL	P_HTHAB	Slovakia	533.49	575.08	578.42	558.37	649.05	666.79	620.57	547.67	501.41	484.42	539.86	521.63	465.24	433.02	464.68	441.41
A	PER_CNV	TOTAL	P_HTHAB	Turkey		1801.43	1671.99	1678.51	2027.22	661.94	642.86	670.84	583.17	558.09	687.25	722.4	592.05	827.95	805.83	800.01
A	PER_CNV	TOTAL	P_HTHAB	England and Wales	2481.26	2543.38	2451.5	2335.87	2173.09	2066.57	2118.27	2151.98	2118.28							
A	PER_CNV	TOTAL	P_HTHAB	Scotland	1164.66	1081.63	1043.85	1008.39	906.57	858.23				1527.61						
A	PER_CNV	TOTAL	P_HTHAB	Northern Ireland	2203.95	2213.6	2202.76	2240.24	2139.38	1931.18	1449.74	1320.48	1236.16	1265.91						
A	PER_CNV	TOTAL	P_HTHAB	Kosovo		615.17	449.48	1023.7					1047.3	1094.4	1136.17	1002.47				
A	PER_PRSC	ADULT	NR	Albania						11132.0	18364.0	18726.0	16656.0	15786.0	15693.0	14275.0	13017.0	15652.0	15770.0	13506.0
A	PER_PRSC	ADULT	NR	Austria	237812.0	222731.0	221314.0	229675.0	233970.0	236682.0	261366.0	254287.0	259188.0	261620.0	245927.0	298425.0	275729.0	271446.0	301020.0	328363.0
A	PER_PRSC	ADULT	NR	Bosnia and Herzegovina	20950.0	19273.0	19405.0	21254.0	21591.0	20266.0	20937.0	19926.0	16810.0	15589.0	14719.0	13610.0	11213.0	13095.0	12289.0	12289.0
A	PER_PRSC	ADULT	NR	Belgium	529682.0	555531.0	556198.0	558993.0	528989.0	523659.0	525772.0	500706.0	482171.0	479066.0	489621.0	523663.0	608722.0	569678.0	503210.0	500544.0
A	PER_PRSC	ADULT	NR	Bulgaria	48762.0	50061.0	52265.0	54128.0	47107.0	45044.0	41238.0	37464.0	37080.0	35570.0	32046.0	30664.0	29722.0	30668.0	29866.0	29468.0
A	PER_PRSC	ADULT	NR	Cyprus	102954.0	101261.0	116971.0	137987.0	128445.0	103796.0	125491.0	95675.0	82555.0	70552.0	59974.0	70835.0	53177.0	58285.0	63837.0	
A	PER_PRSC	ADULT	NR	Czechia	104563.0	107798.0	97143.0	98981.0	99502.0	102727.0	100836.0	89223.0	82784.0	75126.0	74614.0	75245.0	66036.0	62751.0	66782.0	68551.0
A	PER_PRSC	ADULT	NR	Germany	987320.0	957670.0	927147.0	919453.0	885224.0	869485.0	863599.0									
A	PER_PRSC	ADULT	NR	Denmark	55133.0	58492.0	58021.0	70045.0	92741.0	79627.0	75743.0	93737.0	87408.0	84614.0	97166.0	96934.0	95054.0	85498.0	93525.0	91270.0
A	PER_PRSC	ADULT	NR	Greece														8566.0	7086.0	10927.0
A	PER_PRSC	ADULT	NR	Finland	230233.0	197890.0	197602.0	194921.0	184916.0	177493.0	168135.0	176398.0	151774.0	82069.0	83096.0	82986.0	80230.0	80638.0	77328.0	78006.0
A	PER_PRSC	ADULT	NR	France				613625.0	610173.0	604629.0	604445.0	603152.0	611627.0	610080.0	631526.0	630870.0	556036.0	606431.0	615137.0	619208.0
A	PER_PRSC	ADULT	NR	Croatia	71221.0	70002.0	69601.0	66874.0	62955.0	55924.0		57688.0			28568.0	28105.0	28561.0	29381.0	26673.0	25661.0
A	PER_PRSC	ADULT	NR	Hungary	84673.0	86082.0	92942.0	81484.0	70867.0	72985.0	74592.0	70730.0	69775.0	64623.0		103570.0	106755.0	114472.0	111612.0	119338.0
A	PER_PRSC	ADULT	NR	Iceland	3080.0			1899.0	2405.0	2662.0	2338.0	2221.0	2222.0	2185.0	2315.0	2667.0	2524.0	2064.0	1902.0	1632.0
A	PER_PRSC	ADULT	NR	Italy	545364.0	1511178.0	1516240.0	1501731.0	1499527.0	1535713.0	1608382.0	1568092.0	1507611.0	1384689.0	1823767.0					
A	PER_PRSC	ADULT	NR	Liechtenstein	2089.0	2967.0	2364.0	1066.0	1086.0			948.0	936.0	1046.0	1021.0		1041.0	1180.0	1353.0	1096.0
A	PER_PRSC	ADULT	NR	Lithuania	13987.0	15143.0	16162.0	16446.0	18667.0	21240.0	20990.0	18182.0	16426.0	23441.0	20071.0	18159.0	17264.0	15894.0	15841.0	15451.0
A	PER_PRSC	ADULT	NR	Luxembourg								18879.0	14996.0	13316.0	9858.0	10314.0	9016.0	9282.0	9746.0	10320.0
A	PER_PRSC	ADULT	NR	Latvia					8511.0	8904.0	8658.0	9568.0	10106.0	9303.0	8924.0	8994.0	8824.0	8467.0	8233.0	8603.0
A	PER_PRSC	ADULT	NR	Montenegro	11015.0	10662.0	8295.0	8068.0	7972.0	7520.0	7157.0	6709.0	6931.0	7427.0	8180.0	8165.0	9724.0	9577.0	8750.0	8776.0
A	PER_PRSC	ADULT	NR	North Macedonia										20582.0		12255.0	13704.0	12233.0	12429.0	11574.0
A	PER_PRSC	ADULT	NR	Malta								2697.0								
A	PER_PRSC	ADULT	NR	Netherlands	215620.0	193756.0	179593.0	201388.0	199130.0	186239.0	190517.0	171389.0	169780.0	156653.0	153682.0	168421.0	154371.0	146818.0	166047.0	161727.0
A	PER_PRSC	ADULT	NR	Norway	65988.0	63522.0	65182.0	64112.0	63470.0	64764.0	63151.0	62824.0	63076.0	56458.0	53942.0	51749.0	48464.0	45197.0	43656.0	41736.0
A	PER_PRSC	ADULT	NR	Poland					500539.0	405069.0	435428.0	393819.0								
A	PER_PRSC	ADULT	NR	Portugal	126178.0	112308.0	112120.0	109304.0	110061.0	101533.0	74205.0	82085.0	78068.0	71181.0	63877.0	61873.0	47529.0	58844.0	62575.0	57755.0
A	PER_PRSC	ADULT	NR	Romania	40933.0	45817.0	52994.0	56832.0	55704.0	61280.0	47376.0	55361.0	59839.0	55957.0	55033.0	58222.0	56414.0	59632.0	58756.0	56426.0
A	PER_PRSC	ADULT	NR	Serbia		56480.0	49562.0	50559.0	54492.0	49285.0	37200.0	115398.0	105647.0	97251.0	103984.0	95978.0	85719.0	84533.0	80731.0	79281.0
A	PER_PRSC	ADULT	NR	Sweden	82237.0	85649.0	87367.0	86103.0	84080.0	78820.0	76470.0	75006.0	71238.0	72950.0	75911.0	77564.0	80497.0	77865.0	76362.0	77989.0
A	PER_PRSC	ADULT	NR	Slovenia	14266.0		14051.0	13338.0	12412.0	12239.0	11799.0	11646.0	10986.0	10736.0	8610.0	8553.0	8501.0	7742.0	7349.0	7625.0
A	PER_PRSC	ADULT	NR	Slovakia			49485.0	48076.0	50418.0	50383.0	49644.0	43772.0	39139.0	37698.0	35748.0	34029.0	31726.0	29132.0	29729.0	27668.0
A	PER_PRSC	ADULT	NR	Turkey		2140701.0	2281204.0	2234804.0	2271064.0	2406114.0	2440147.0	2469749.0	2264484.0	2523428.0	2933251.0	3524684.0	3058122.0	3552508.0	3818329.0	3820263.0
A	PER_PRSC	ADULT	NR	England and Wales	1518150.0	1579334.0	1546071.0	1487208.0	1412649.0	1382583.0	1414944.0	1441741.0	1409377.0							
A	PER_PRSC	ADULT	NR	Scotland	62710.0	60086.0	59494.0	59144.0	54767.0	54099.0	55189.0			93476.0						
A	PER_PRSC	ADULT	NR	Northern Ireland			37351.0	38539.0	36149.0	45944.0	26230.0	27972.0	26619.0	27174.0	28345.0					
A	PER_PRSC	ADULT	NR	Kosovo	25764.0	23682.0	27327.0	35710.0	34166.0	28738.0	24856.0	33493.0	36385.0							
A	PER_PRSC	ADULT	P_HTHAB	Albania							824.74	852.7	762.61	709.57	700.84	634.04	578.67	703.69	706.59	608.49
A	PER_PRSC	ADULT	P_HTHAB	Austria	3533.97	3288.96	3249.85	3352.4	3391.35	3404.01	3726.37	3584.75	3606.0	3609.78	3374.09	4075.84	3747.72	3673.76	4052.92	4362.79
A	PER_PRSC	ADULT	P_HTHAB	Belgium	6252.9	6500.49	6448.11	6383.86	5988.69	5892.66	5904.21	5592.76	5349.82	5295.29	5386.74	5729.02	6614.96	6169.65	5416.89	5327.05
A	PER_PRSC	ADULT	P_HTHAB	Bulgaria	777.95	801.74	840.74	875.67	779.13	750.12	679.75	622.36	621.78	602.13	547.11	527.75	515.94	535.62	554.53	551.01
A	PER_PRSC	ADULT	P_HTHAB	Cyprus	17205.51	16358.7	18254.33	20847.8	18759.61	15023.65	18266.68	14117.81	12153.24	10272.82	8621.14	10023.9	7520.65	8044.51	8724.75	
A	PER_PRSC	ADULT	P_HTHAB	Czechia	1231.56	1256.93	1127.28	1145.7	1167.83	1183.91	1164.2	1029.72	956.16	867.72	861.64	867.61	759.52	737.06	784.4	785.05
A	PER_PRSC	ADULT	P_HTHAB	Germany	1450.42	1401.77	1357.05	1373.06	1317.59	1289.41	1275.78									
A	PER_PRSC	ADULT	P_HTHAB	Denmark	1006.85	1061.28	1048.3	1259.66	1661.87	1804.65	1702.54	2087.77	1925.37	1876.05	2105.12	2086.53	2038.27	1824.6	1980.75	1910.69
A	PER_PRSC	ADULT	P_HTHAB	Greece														97.03	81.34	125.57
A	PER_PRSC	ADULT	P_HTHAB	Finland	5476.52	4673.56	4635.31	4542.58	4280.96	4082.23	3843.45	4012.46	3438.28	1851.99	1899.86	1860.74	1792.35	1795.04	1713.98	1719.04
A	PER_PRSC	ADULT	P_HTHAB	France				1213.61	1201.52	1184.99	1175.96	1167.74	1179.47	1171.78	1207.4	1200.92	1050.47	1138.9	1146.34	1147.95
A	PER_PRSC	ADULT	P_HTHAB	Croatia	2067.06	2000.89	1989.83	1916.65	1807.57	1608.89		1666.34			843.05	833.79	849.82	878.52	834.66	805.22
A	PER_PRSC	ADULT	P_HTHAB	Hungary	1056.01	1052.75	1135.16	995.19	869.74	908.97	916.18	869.57	860.03	799.43		1284.78	1334.54	1437.51	1409.03	1507.96
A	PER_PRSC	ADULT	P_HTHAB	Iceland	1309.3			797.78	1003.24	1099.67	951.97	907.83	894.17	845.05	863.59	965.31	909.22	734.34	649.98	538.54
A	PER_PRSC	ADULT	P_HTHAB	Italy	1121.37	3087.27	3086.45	3044.8	3035.7	3092.31	3178.19	3094.08	2976.09	2732.29	3598.76					
A	PER_PRSC	ADULT	P_HTHAB	Liechtenstein	7419.38	11512.94	8633.72	3995.35	4082.09			3489.66	3088.09	3747.49	3528.48		3474.98	3964.25	4595.32	3756.13
A	PER_PRSC	ADULT	P_HTHAB	Lithuania	544.91	591.74	644.21	663.78	762.73	874.74	884.37	758.71	693.08	1002.82	870.42	791.38	745.34	686.32	685.64	657.88
A	PER_PRSC	ADULT	P_HTHAB	Luxembourg								4196.63	3340.97	2803.45	2031.74	2119.67	1779.82	1807.06	1864.36	1927.42
A	PER_PRSC	ADULT	P_HTHAB	Latvia					502.64	531.01	522.94	584.33	625.12	583.78	566.38	576.11	569.95	551.78	542.11	565.38
A	PER_PRSC	ADULT	P_HTHAB	Montenegro	2364.52	2275.05	1827.4	1732.49	1674.18	1600.75	1515.98	1391.09	1433.49	1532.42	1715.52	1679.75	1997.07	1967.16	1805.62	1811.92
A	PER_PRSC	ADULT	P_HTHAB	North Macedonia										1242.88		735.39	820.53	733.76	849.62	806.0
A	PER_PRSC	ADULT	P_HTHAB	Malta								789.03								
A	PER_PRSC	ADULT	P_HTHAB	Netherlands	1676.96	1495.5	1375.08	1531.04	1503.6	1398.6	1423.43	1272.44	1252.02	1145.34	1114.04	1209.54	1097.14	1036.73	1179.89	1115.5
A	PER_PRSC	ADULT	P_HTHAB	Norway	1392.98	1323.58	1341.69	1303.01	1273.0	1648.62	1585.89	1555.11	1544.93	1367.93	1294.62	1230.45	1140.61	1056.08	1011.32	953.57
A	PER_PRSC	ADULT	P_HTHAB	Poland					1615.63	1304.25	1400.82	1265.45								
A	PER_PRSC	ADULT	P_HTHAB	Portugal	1507.02	1308.13	1301.35	1264.6	1273.82	1179.54	865.77	960.15	914.24	834.53	748.36	723.92	548.58	676.1	715.11	653.07
A	PER_PRSC	ADULT	P_HTHAB	Romania	248.37	277.02	302.91	331.67	342.7	377.48	292.38	343.12	373.18	351.06	347.3	369.48	359.69	383.64	383.91	368.15
A	PER_PRSC	ADULT	P_HTHAB	Serbia		947.76	833.43	862.52	917.25	832.6	630.3	1962.56	1805.98	1671.11	1797.68	1668.9	1497.95	1489.47	1438.02	1445.63
A	PER_PRSC	ADULT	P_HTHAB	Sweden	895.54	925.3	935.34	914.47	886.65	1033.33	994.34	966.56	910.28	934.93	949.05	960.57	988.05	951.03	925.14	936.61
A	PER_PRSC	ADULT	P_HTHAB	Slovenia	856.85		827.06	784.82	729.16	718.75	692.8	683.86	656.82	630.92	506.37	499.54	492.96	446.36	424.6	438.62
A	PER_PRSC	ADULT	P_HTHAB	Slovakia			1139.19	1102.16	1149.65	1144.76	1125.62	990.49	884.35	850.45	805.84	766.68	714.89	657.64	675.32	629.56
A	PER_PRSC	ADULT	P_HTHAB	Turkey		4367.01	4569.45	4379.95	4366.17	4545.39	4526.66	4502.12	4053.1	4433.0	5063.68	5983.31	5073.35	5836.83	6164.95	6092.81
A	PER_PRSC	ADULT	P_HTHAB	England and Wales	3578.59	3657.22	3548.13	3380.83	3184.78	3095.59	3144.5	3174.73	3076.9							
A	PER_PRSC	ADULT	P_HTHAB	Scotland	1517.14	1442.81	1417.36	1395.93	1283.73	1262.91	1282.31			2132.74						
A	PER_PRSC	ADULT	P_HTHAB	Northern Ireland			2779.92	2794.84	2605.0	3293.82	1903.48	1980.51	1905.12	1935.87						
A	PER_PRSC	ADULT	P_HTHAB	Kosovo									3067.28							
A	PER_PRSC	JUVENILE	NR	Albania						911.0	958.0	995.0	790.0	570.0	555.0	448.0	392.0	544.0	476.0	457.0
A	PER_PRSC	JUVENILE	NR	Austria	65950.0	62819.0	57534.0	54279.0	52537.0	50267.0	42288.0	48750.0	50902.0	51761.0	54737.0	34197.0	30105.0	30121.0	35137.0	36017.0
A	PER_PRSC	JUVENILE	NR	Bosnia and Herzegovina			605.0	1194.0	1086.0	97.0	127.0	100.0	413.0	333.0	319.0	280.0	239.0	270.0	243.0	243.0
A	PER_PRSC	JUVENILE	NR	Belgium	83409.0	79763.0	82225.0	78701.0	62332.0	58237.0	56584.0	56392.0	59547.0	58846.0	57104.0	61053.0	68745.0	63935.0	59268.0	66777.0
A	PER_PRSC	JUVENILE	NR	Bulgaria	3387.0	2822.0	2945.0	2935.0	2377.0	2199.0	1839.0	1397.0	1389.0	1517.0	1272.0	1329.0	1139.0	1096.0	1049.0	892.0
A	PER_PRSC	JUVENILE	NR	Cyprus	875.0	918.0	883.0	757.0	681.0	548.0	352.0	364.0	336.0	408.0	308.0	355.0	453.0	419.0	439.0	
A	PER_PRSC	JUVENILE	NR	Czechia	5847.0	5417.0	3990.0	3786.0	3677.0	2951.0	2572.0	2249.0	2062.0	2094.0	2109.0	2076.0	1834.0	1630.0	1647.0	1890.0
A	PER_PRSC	JUVENILE	NR	Germany	100522.0	99139.0	90859.0	84005.0	75001.0	66303.0	59785.0									
A	PER_PRSC	JUVENILE	NR	Denmark	3556.0	3639.0	3511.0	3404.0	3484.0	2689.0	2417.0	2626.0	2283.0	2155.0	2302.0	2446.0	2736.0	2988.0	2845.0	3114.0
A	PER_PRSC	JUVENILE	NR	Finland	11715.0	12566.0	12434.0	12143.0	10356.0	9201.0	8611.0	8884.0	7542.0	3567.0	3233.0	3297.0	3398.0	3722.0	3763.0	4666.0
A	PER_PRSC	JUVENILE	NR	France				75404.0	65529.0	65034.0	62937.0	62896.0	64781.0	64768.0	67337.0	64937.0	48977.0	46586.0	45343.0	48828.0
A	PER_PRSC	JUVENILE	NR	Croatia	3419.0	3188.0	3270.0	3376.0	3113.0	2553.0	1952.0	1739.0	1532.0	1575.0	1196.0	1213.0	1079.0	1000.0	1055.0	1096.0
A	PER_PRSC	JUVENILE	NR	Hungary	8033.0	6558.0	7140.0	6548.0	5898.0	6047.0	5238.0	4575.0	4138.0	3657.0		4897.0	4905.0	4669.0	5014.0	5760.0
A	PER_PRSC	JUVENILE	NR	Iceland	144.0			58.0	206.0	175.0	151.0	174.0	111.0	101.0	104.0	117.0	119.0	100.0	110.0	31.0
A	PER_PRSC	JUVENILE	NR	Italy	18584.0	42510.0	45297.0	41323.0	45982.0	42422.0	40083.0	42039.0	39001.0	39710.0	37831.0					
A	PER_PRSC	JUVENILE	NR	Liechtenstein								60.0	28.0	41.0	30.0		243.0	35.0	40.0	38.0
A	PER_PRSC	JUVENILE	NR	Lithuania	2643.0	2467.0	2113.0	1990.0	1616.0	1705.0	1752.0	1479.0	1186.0	1458.0	1057.0	860.0	759.0	384.0	302.0	353.0
A	PER_PRSC	JUVENILE	NR	Luxembourg								5.0	1189.0	856.0	585.0	628.0	452.0	504.0	470.0	
A	PER_PRSC	JUVENILE	NR	Latvia					623.0	570.0	506.0	492.0	547.0	521.0	486.0	440.0	453.0	376.0	349.0	272.0
